1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.615502,41.140674,-8.6153979,41.140692,347968
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.614854,41.140926,-8.6146916,41.1410021,889458
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.613351,41.14152,-8.613299,41.1415132,1178347
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.609976,41.140854,-8.6099733,41.1408313,678204
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.607537,41.141295,-8.607534,41.1413594,678581
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.603676,41.141808,-8.6037144,41.1417299,336136
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.599833,41.141916,-8.5999936,41.1418895,336137
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.596458,41.140494,-8.596378,41.140417,336158
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.592993,41.140008,-8.5935132,41.1418409,746684
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.589384,41.140674,-8.589388,41.1409815,663779
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.587026,41.142753,-8.5870884,41.1426534,857918
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.583831,41.143644,-8.5837573,41.1438855,1141808
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.581086,41.143698,-8.5810566,41.1435697,163146
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.579133,41.144238,-8.5791733,41.1442219,365112
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.577594,41.144688,-8.5775799,41.1446897,1136469
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.578809,41.145957,-8.5788295,41.1459246,8125
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.580168,41.147136,-8.5801648,41.1471238,1178
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.578827,41.149359,-8.5788626,41.1493052,709233
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.579808,41.151879,-8.579912,41.1519724,1173
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.581626,41.153868,-8.5816788,41.153894,972230
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.582076,41.155434,-8.5820968,41.1554415,17013
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.580546,41.155947,-8.5805637,41.1559095,655884
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.578719,41.156271,-8.5785407,41.1562161,1136552
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.578629,41.157693,-8.5786276,41.1579203,17095
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.578521,41.159439,-8.5785326,41.159393,17105
1372636965620000231,C,nan,nan,20000231,1372636965,A,False,-8.578224,41.160717,-8.5781235,41.1608381,166064
